source_message_id,raw_text,normalized_text,segment_name,market_group,record_type,action_label,action_scope,symbol_group,symbol,symbols_json,contract_month,strike_price,option_type,direction,quantity_percent,quantity_basis,remaining_holding_multiplier,quantity_rule_source,execution_prices_json,execution_price_primary,stop_loss,targets_json,target_1,target_2,is_correction,is_multi_instrument,requires_context,auto_apply_eligible,label_confidence,needs_review,label_status,label_source,normalized_text_hash,created_at
6a13c62b835de84db3696f1e,BUY SHRIRAMFIN @963 SL 950 TGT 980-1000,BUY SHRIRAMFIN @963 SL 950 TGT 980-1000,NSE,INDIA_EQUITY,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,SHRIRAMFIN,"[""SHRIRAMFIN""]",,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,[963.0],963.0,950.0,"[980.0, 1000.0]",980.0,1000.0,False,False,False,True,0.98,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,15d29290ef4c499a,2026-05-25T03:46:51.188Z
6a13c670835de84db3696f4c,FULL PROFIT BOOK IN EICHERMOT @7364,FULL PROFIT BOOK IN EICHERMOT @7364,NSE,INDIA_EQUITY,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,EICHERMOT,"[""EICHERMOT""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,[7364.0],7364.0,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,42fcdea3e8ab10ea,2026-05-25T03:48:00.558Z
6a13c7a6835de84db3696f85,FULL PROFIT BOOK IN BANKINDIA@142.25,FULL PROFIT BOOK IN BANKINDIA @142.25,NSE,INDIA_EQUITY,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,BANKINDIA,"[""BANKINDIA""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,[142.25],142.25,,[],,,False,False,False,True,0.99,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,28c402fa9a9a4068,2026-05-25T03:53:10.760Z
6a13c86a835de84db36970a0,BUY RBLBANK @341.90 SL 336 TGT 348-352,BUY RBLBANK @341.90 SL 336 TGT 348-352,NSE,INDIA_EQUITY,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,RBLBANK,"[""RBLBANK""]",,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,[341.9],341.9,336.0,"[348.0, 352.0]",348.0,352.0,False,False,False,True,0.98,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,95dae1f6412c0834,2026-05-25T03:56:26.763Z
6a13c874835de84db36970c5,BUY HDFCBANK @781 SL 770 TGT 790-1000,BUY HDFCBANK @781 SL 770 TGT 790-1000,NSE,INDIA_EQUITY,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,HDFCBANK,"[""HDFCBANK""]",,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,[781.0],781.0,770.0,"[790.0, 1000.0]",790.0,1000.0,False,False,False,True,0.98,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,e292009e9ce527cd,2026-05-25T03:56:36.724Z
6a13c887835de84db3697116,50% PROFIT BOOK IN HINDALCO @1086,50% PROFIT BOOK IN HINDALCO @1086,NSE,INDIA_EQUITY,TRADE_ACTION,REDUCE_POSITION,SINGLE_INSTRUMENT,,HINDALCO,"[""HINDALCO""]",,,,,50.0,CURRENT_HOLDING,0.5,EXPLICIT_PERCENT,[1086.0],1086.0,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,9745b75b0027f718,2026-05-25T03:56:55.097Z
6a13c891835de84db3697126,50% PROFIT BOOK IN HINDUNILVER @2238,50% PROFIT BOOK IN HINDUNILVER @2238,NSE,INDIA_EQUITY,TRADE_ACTION,REDUCE_POSITION,SINGLE_INSTRUMENT,,HINDUNILVR,"[""HINDUNILVR""]",,,,,50.0,CURRENT_HOLDING,0.5,EXPLICIT_PERCENT,[2238.0],2238.0,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,aea715f4cb92d67d,2026-05-25T03:57:05.351Z
6a13c8ad835de84db3697157,FULL PROFIT BOOK IN ADANIENT @2767,FULL PROFIT BOOK IN ADANIENT @2767,NSE,INDIA_EQUITY,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,ADANIENT,"[""ADANIENT""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,[2767.0],2767.0,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,d52dc1b12f2581c5,2026-05-25T03:57:33.183Z
6a13c9cc835de84db369718f,BUY ICICIBANK @1281 SL 1270 TGT 1300,BUY ICICIBANK @1281 SL 1270 TGT 1300,NSE,INDIA_EQUITY,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,ICICIBANK,"[""ICICIBANK""]",,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,[1281.0],1281.0,1270.0,[1300.0],1300.0,,False,False,False,True,0.98,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,3338fe6bebd27c6e,2026-05-25T04:02:20.472Z
6a13ca55835de84db36971c6,BUY LT @4000 SL 3960 TGT 4050-4100,BUY LT @4000 SL 3960 TGT 4050-4100,NSE,INDIA_EQUITY,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,LT,"[""LT""]",,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,[4000.0],4000.0,3960.0,"[4050.0, 4100.0]",4050.0,4100.0,False,False,False,True,0.98,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,5e36243804e26d48,2026-05-25T04:04:37.108Z
6a13ccf8835de84db369734e,HOLD RBLBANK WITH SL 335,HOLD RBLBANK WITH SL 335,NSE,INDIA_EQUITY,TRADE_UPDATE,UPDATE_STOP_LOSS,SINGLE_INSTRUMENT,,RBLBANK,"[""RBLBANK""]",,,,,,NONE,,NOT_APPLICABLE,[],,335.0,[],,,False,False,False,True,0.99,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,a4d6ece5550b0925,2026-05-25T04:15:52.960Z
6a13ceda835de84db36973de,50% PROFIT BOOK IN LT @4030,50% PROFIT BOOK IN LT @4030,NSE,INDIA_EQUITY,TRADE_ACTION,REDUCE_POSITION,SINGLE_INSTRUMENT,,LT,"[""LT""]",,,,,50.0,CURRENT_HOLDING,0.5,EXPLICIT_PERCENT,[4030.0],4030.0,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,8f720b0afd5f4712,2026-05-25T04:23:54.786Z
6a13cf86835de84db3697443,BUY TMPV(JUNE) @371 SL 365 TGT 375-380,BUY TMPV(JUNE) @371 SL 365 TGT 375-380,NSE,INDIA_EQUITY,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,TMPV,"[""TMPV""]",JUN,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,[371.0],371.0,365.0,"[375.0, 380.0]",375.0,380.0,False,False,False,True,0.98,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,643c859e5383107e,2026-05-25T04:26:46.589Z
6a13d011835de84db369752f,BUY CONCOR (JUN) @511.70 SL 505 TGT 515-524,BUY CONCOR (JUN) @511.70 SL 505 TGT 515-524,NSE,INDIA_EQUITY,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,CONCOR,"[""CONCOR""]",JUN,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,[511.7],511.7,505.0,"[515.0, 524.0]",515.0,524.0,False,False,False,True,0.98,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,ca7acb333ad4ccd5,2026-05-25T04:29:05.066Z
6a13d26e835de84db36977b0,FULL PROFIT BOOK IN SBIN @965,FULL PROFIT BOOK IN SBIN @965,NSE,INDIA_EQUITY,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,SBIN,"[""SBIN""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,[965.0],965.0,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,f7181b54410915f7,2026-05-25T04:39:10.604Z
6a13d998835de84db3697925,50% PROFIT BOOK IN SHRIRAMFIN @970,50% PROFIT BOOK IN SHRIRAMFIN @970,NSE,INDIA_EQUITY,TRADE_ACTION,REDUCE_POSITION,SINGLE_INSTRUMENT,,SHRIRAMFIN,"[""SHRIRAMFIN""]",,,,,50.0,CURRENT_HOLDING,0.5,EXPLICIT_PERCENT,[970.0],970.0,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,497ba93cfc8f77e2,2026-05-25T05:09:44.866Z
6a13db2f835de84db3697955,50% PROFIT BOOK IN RBLBANK @345.50,50% PROFIT BOOK IN RBLBANK @345.50,NSE,INDIA_EQUITY,TRADE_ACTION,REDUCE_POSITION,SINGLE_INSTRUMENT,,RBLBANK,"[""RBLBANK""]",,,,,50.0,CURRENT_HOLDING,0.5,EXPLICIT_PERCENT,[345.5],345.5,,[],,,False,False,False,True,0.99,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,e924b3b31011835b,2026-05-25T05:16:31.580Z
6a13df87835de84db369798c,50% PROFIT BOOK IN COPPER @1344.50,50% PROFIT BOOK IN COPPER @1344.50,MCX,INDIA_COMMODITY,TRADE_ACTION,REDUCE_POSITION,SINGLE_INSTRUMENT,,COPPER,"[""COPPER""]",,,,,50.0,CURRENT_HOLDING,0.5,EXPLICIT_PERCENT,[1344.5],1344.5,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,e2a81dab1963d63b,2026-05-25T05:35:03.727Z
6a13e532835de84db36979c1,50% PROFIT BOOK IN CONCOR(JUNE) @515.70,50% PROFIT BOOK IN CONCOR(JUNE) @515.70,NSE,INDIA_EQUITY,TRADE_ACTION,REDUCE_POSITION,SINGLE_INSTRUMENT,,CONCOR,"[""CONCOR""]",JUN,,,,50.0,CURRENT_HOLDING,0.5,EXPLICIT_PERCENT,[515.7],515.7,,[],,,False,False,False,True,0.99,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,523ebc32b7031f76,2026-05-25T05:59:14.087Z
6a13ef99835de84db3697bd9,50% PROFIT BOOK IN CRUDEMINI @8746,50% PROFIT BOOK IN CRUDEMINI @8746,MCX,INDIA_COMMODITY,TRADE_ACTION,REDUCE_POSITION,SINGLE_INSTRUMENT,,CRUDE_MINI,"[""CRUDE_MINI""]",,,,,50.0,CURRENT_HOLDING,0.5,EXPLICIT_PERCENT,[8746.0],8746.0,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,dc5356a78fbb9eca,2026-05-25T06:43:37.164Z
6a140602835de84db3697dba,BUY BEL (JUNE) @423 SL 417 TGT 430-435,BUY BEL (JUNE) @423 SL 417 TGT 430-435,NSE,INDIA_EQUITY,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,BEL,"[""BEL""]",JUN,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,[423.0],423.0,417.0,"[430.0, 435.0]",430.0,435.0,False,False,False,True,0.98,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,b62e7e989c76a813,2026-05-25T08:19:14.902Z
6a141c2c835de84db3697f9e,FULL PROFIT BOOK IN INDUSTOWER @440,FULL PROFIT BOOK IN INDUSTOWER @440,NSE,INDIA_EQUITY,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,INDUSTOWER,"[""INDUSTOWER""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,[440.0],440.0,,[],,,False,False,False,True,0.99,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,64e61459d9869bbb,2026-05-25T09:53:48.972Z
6a151812835de84db36987ca,50% PROFIT BOOK IN TMPV(JUNE) @376,50% PROFIT BOOK IN TMPV(JUNE) @376,NSE,INDIA_EQUITY,TRADE_ACTION,REDUCE_POSITION,SINGLE_INSTRUMENT,,TMPV,"[""TMPV""]",JUN,,,,50.0,CURRENT_HOLDING,0.5,EXPLICIT_PERCENT,[376.0],376.0,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,03f0be7b7dadce5a,2026-05-26T03:48:34.891Z
6a151861835de84db36987d6,BUY UPL(JUNE) @659 SL 640 TGT 670-680,BUY UPL(JUNE) @659 SL 640 TGT 670-680,NSE,INDIA_EQUITY,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,UPL,"[""UPL""]",JUN,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,[659.0],659.0,640.0,"[670.0, 680.0]",670.0,680.0,False,False,False,True,0.98,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,a5eb2e0cf23a4d8d,2026-05-26T03:49:53.272Z
6a1518a3835de84db36987e2,50% PROFIT BOOK IN LICHSFIN @546.50,50% PROFIT BOOK IN LICHSFIN @546.50,NSE,INDIA_EQUITY,TRADE_ACTION,REDUCE_POSITION,SINGLE_INSTRUMENT,,LICHSGFIN,"[""LICHSGFIN""]",,,,,50.0,CURRENT_HOLDING,0.5,EXPLICIT_PERCENT,[546.5],546.5,,[],,,False,False,False,True,0.99,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,f38c143c56fa20d2,2026-05-26T03:50:59.791Z
6a151913835de84db36987ee,50% PROFIT BOOK IN ICICIBANK @1290,50% PROFIT BOOK IN ICICIBANK @1290,NSE,INDIA_EQUITY,TRADE_ACTION,REDUCE_POSITION,SINGLE_INSTRUMENT,,ICICIBANK,"[""ICICIBANK""]",,,,,50.0,CURRENT_HOLDING,0.5,EXPLICIT_PERCENT,[1290.0],1290.0,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,9f389ddb658e381e,2026-05-26T03:52:51.093Z
6a1519d6835de84db36987fa,SELL HINDALCO(JUNE) @1114 SL 1125  TGT 1100-1082,SELL HINDALCO(JUNE) @1114 SL 1125 TGT 1100-1082,NSE,INDIA_EQUITY,TRADE_ACTION,OPEN_SHORT,SINGLE_INSTRUMENT,,HINDALCO,"[""HINDALCO""]",JUN,,,SHORT,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,[1114.0],1114.0,1125.0,"[1100.0, 1082.0]",1100.0,1082.0,False,False,False,True,0.96,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,aa0f51689662cbc8,2026-05-26T03:56:06.079Z
6a151abc835de84db3698806,FULL PROFIT BOOK IN MOTILALOFS @881,FULL PROFIT BOOK IN MOTILALOFS @881,NSE,INDIA_EQUITY,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,MOTILALOFS,"[""MOTILALOFS""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,[881.0],881.0,,[],,,False,False,False,True,0.99,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,b651b616a5b3c76c,2026-05-26T03:59:56.464Z
6a151afb835de84db3698813,EXIT FROM UNIONBANK,EXIT FROM UNIONBANK,NSE,INDIA_EQUITY,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,UNIONBANK,"[""UNIONBANK""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,[],,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,510a9e1afda2d862,2026-05-26T04:00:59.579Z
6a151b54835de84db369881f,50% PROFIT BOOK IN VEDL (MAY) @343,50% PROFIT BOOK IN VEDL (MAY) @343,NSE,INDIA_EQUITY,TRADE_ACTION,REDUCE_POSITION,SINGLE_INSTRUMENT,,VEDL,"[""VEDL""]",MAY,,,,50.0,CURRENT_HOLDING,0.5,EXPLICIT_PERCENT,[343.0],343.0,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,063dc4c4d3bc4679,2026-05-26T04:02:28.934Z
6a151b5e835de84db369882b,50% PROFIT BOOK IN BEL (JUN) @427.50,50% PROFIT BOOK IN BEL (JUN) @427.50,NSE,INDIA_EQUITY,TRADE_ACTION,REDUCE_POSITION,SINGLE_INSTRUMENT,,BEL,"[""BEL""]",JUN,,,,50.0,CURRENT_HOLDING,0.5,EXPLICIT_PERCENT,[427.5],427.5,,[],,,False,False,False,True,0.99,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,1f0fe9d26544cc01,2026-05-26T04:02:38.311Z
6a151b7e835de84db3698837,FULL PROFIT BOOK IN ICICIBANK (MAY) @1295,FULL PROFIT BOOK IN ICICIBANK (MAY) @1295,NSE,INDIA_EQUITY,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,ICICIBANK,"[""ICICIBANK""]",MAY,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,[1295.0],1295.0,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,115e4c31ddb32919,2026-05-26T04:03:10.701Z
6a151d90835de84db3698843,BUY CONCOR(JUNE) @490 SL 483 TGT 500-515,BUY CONCOR(JUNE) @490 SL 483 TGT 500-515,NSE,INDIA_EQUITY,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,CONCOR,"[""CONCOR""]",JUN,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,[490.0],490.0,483.0,"[500.0, 515.0]",500.0,515.0,False,False,False,True,0.98,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,781d07c9fc416ac4,2026-05-26T04:12:00.694Z
6a151e7c835de84db369884f,BUY SBIN(JUNE) @981 SL 970 TGT 1000-1020,BUY SBIN(JUNE) @981 SL 970 TGT 1000-1020,NSE,INDIA_EQUITY,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,SBIN,"[""SBIN""]",JUN,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,[981.0],981.0,970.0,"[1000.0, 1020.0]",1000.0,1020.0,False,False,False,True,0.98,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,ffe4c8578f9129ff,2026-05-26T04:15:56.125Z
6a1523da835de84db36988e7,FULL PROFIT BOOK IN TMPV(JUNE) @379,FULL PROFIT BOOK IN TMPV(JUNE) @379,NSE,INDIA_EQUITY,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,TMPV,"[""TMPV""]",JUN,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,[379.0],379.0,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,d8cfc568e3c7c518,2026-05-26T04:38:50.303Z
6a152400835de84db36988f3,FULL PROFIT BOOK IN VEDL (MAY) @345.90,FULL PROFIT BOOK IN VEDL (MAY) @345.90,NSE,INDIA_EQUITY,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,VEDL,"[""VEDL""]",MAY,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,[345.9],345.9,,[],,,False,False,False,True,0.99,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,80ab2ebe78595776,2026-05-26T04:39:28.446Z
6a1524b5835de84db369890e,Book part profit in gold jun @ 4560,Book part profit in gold jun @ 4560,International Market,GLOBAL_COMMODITY,TRADE_ACTION,REDUCE_POSITION,SINGLE_INSTRUMENT,,GOLD,"[""GOLD""]",JUN,,,,25.0,CURRENT_HOLDING,0.75,PART_PROFIT_RULE,[4560.0],4560.0,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,929dc2420545bae1,2026-05-26T04:42:29.311Z
6a152685835de84db369891a,BUY BHARTIARTL(JUNE) @1878 SL 1850 TGT 1900-1920,BUY BHARTIARTL(JUNE) @1878 SL 1850 TGT 1900-1920,NSE,INDIA_EQUITY,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,BHARTIARTL,"[""BHARTIARTL""]",JUN,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,[1878.0],1878.0,1850.0,"[1900.0, 1920.0]",1900.0,1920.0,False,False,False,True,0.98,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,e9cfad5592c4ef98,2026-05-26T04:50:13.884Z
6a1526fb835de84db3698926,BUY TCS(JUNE) @2288 SL 2270 TGT 2310-2330,BUY TCS(JUNE) @2288 SL 2270 TGT 2310-2330,NSE,INDIA_EQUITY,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,TCS,"[""TCS""]",JUN,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,[2288.0],2288.0,2270.0,"[2310.0, 2330.0]",2310.0,2330.0,False,False,False,True,0.98,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,efe0ec4f55b8db60,2026-05-26T04:52:11.857Z
