pilot_id,dataset_split,source_message_id,raw_text,normalized_text,segment_name,market_group,record_type,action_label,action_scope,symbol_group,symbol,symbols_json,contract_month,strike_price,option_type,direction,quantity_percent,quantity_basis,remaining_holding_multiplier,quantity_rule_source,execution_prices_json,execution_price_primary,stop_loss,targets_json,target_1,target_2,is_correction,is_multi_instrument,requires_context,auto_apply_eligible,label_confidence,needs_review,label_status,label_source,normalized_text_hash,created_at
PILOT-018,train,6a393d7a1226b8e7029e634f,Pls ignore this. There was a typo.,Pls ignore this. There was a typo.,International Market,GLOBAL_EQUITY,TRADE_CONTROL,CANCEL_PREVIOUS,NONE,,,[],,,,,,NONE,,NOT_APPLICABLE,[],,,[],,,False,False,True,False,0.98,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,87a9ea2d5cbe0383,2026-06-22T13:49:46.263Z
PILOT-289,train,6a344f531226b8e7029dd6ec,Pls ignore crwd. Buy 50% hood @ 107.80 for target 114-120,Pls ignore crwd. Buy 50% hood @ 107.80 for target 114-120,International Market,GLOBAL_EQUITY,TRADE_CONTROL,CANCEL_PREVIOUS,NONE,,,[],,,,,,NONE,,NOT_APPLICABLE,[107.8],107.8,,"[114.0, 120.0]",114.0,120.0,False,False,True,False,0.98,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,33b87ada02dc0bad,2026-06-18T20:04:35.075Z
PILOT-299,train,6a18660a59359ea1faee9538,Ignore NG message,Ignore NG message,MCX,INDIA_COMMODITY,TRADE_CONTROL,CANCEL_PREVIOUS,NONE,,,[],,,,,,NONE,,NOT_APPLICABLE,[],,,[],,,False,False,True,False,0.98,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,0b678591bf7a4b91,2026-05-28T15:58:02.293Z
PILOT-044,train,6a27d221109e0591bbf75994,SL touched in crude. Exit.,SL touched in crude. Exit.,International Market,GLOBAL_COMMODITY,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,CRUDE,"[""CRUDE""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,[],,,[],,,False,False,False,True,0.99,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,e999248acee2e36f,2026-06-09T08:43:13.554Z
PILOT-120,train,6a26e51c109e0591bbf73fc7,Profit book in RKLB@ 115,Profit book in RKLB @ 115,International Market,GLOBAL_EQUITY,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,RKLB,"[""RKLB""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,[115.0],115.0,,[],,,False,False,False,True,0.96,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,3f97dc193df9cb54,2026-06-08T15:51:56.607Z
PILOT-205,train,69368a880133ba0de6bcf3c7,SL TOUCH IN JSWSTEEL,SL TOUCH IN JSWSTEEL,NSE,INDIA_EQUITY,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,JSWSTEEL,"[""JSWSTEEL""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,[],,,[],,,False,False,False,True,0.99,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,54f912d2ca078dae,2025-12-08T08:21:28.020Z
PILOT-191,train,6a33f57c1226b8e7029dc2d0,Book profit in AVGO @410,Book profit in AVGO @410,International Market,GLOBAL_EQUITY,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,AVGO,"[""AVGO""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,[410.0],410.0,,[],,,False,False,False,True,0.96,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,2f712424170747c7,2026-06-18T13:41:16.530Z
PILOT-011,train,6a38b1581226b8e7029e2b93,FULL PROFIT BOOK IN WIPRO@181.50,FULL PROFIT BOOK IN WIPRO @181.50,NSE,INDIA_EQUITY,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,WIPRO,"[""WIPRO""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,[181.5],181.5,,[],,,False,False,False,True,0.99,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,bfc250e9a43ffd54,2026-06-22T03:51:52.832Z
PILOT-134,train,6a1ee74659359ea1faeefd29,Book profit in BE @ 299.00,Book profit in BE @ 299.00,International Market,GLOBAL_EQUITY,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,BE,"[""BE""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,[299.0],299.0,,[],,,False,False,False,True,0.96,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,1d4d9ca5a22e1148,2026-06-02T14:23:02.211Z
PILOT-128,train,6a190d7459359ea1faee9f9a,FULL PROFIT BOOK IN TCS @2330,FULL PROFIT BOOK IN TCS @2330,NSE,INDIA_EQUITY,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,TCS,"[""TCS""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,[2330.0],2330.0,,[],,,False,False,False,True,0.99,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,6aaaf5bb21c21c41,2026-05-29T03:52:20.683Z
PILOT-296,train,6a2ac23db0b2fbc3f68c2673,Book profit in CRDO @258.60,Book profit in CRDO @258.60,International Market,GLOBAL_EQUITY,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,CRDO,"[""CRDO""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,[258.6],258.6,,[],,,False,False,False,True,0.96,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,79af4617b31377b0,2026-06-11T14:12:13.150Z
PILOT-122,train,6a151abc835de84db3698806,FULL PROFIT BOOK IN MOTILALOFS @881,FULL PROFIT BOOK IN MOTILALOFS @881,NSE,INDIA_EQUITY,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,MOTILALOFS,"[""MOTILALOFS""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,[881.0],881.0,,[],,,False,False,False,True,0.99,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,b651b616a5b3c76c,2026-05-26T03:59:56.464Z
PILOT-097,train,6a3ccb8456a63e397cfcc29b,FULL PROFIT BOOK IN HDFCBANK@803,FULL PROFIT BOOK IN HDFCBANK @803,NSE,INDIA_EQUITY,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,HDFCBANK,"[""HDFCBANK""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,[803.0],803.0,,[],,,False,False,False,True,0.99,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,1c218581ebf190d0,2026-06-25T06:32:36.338Z
PILOT-192,train,6a38c17b1226b8e7029e3945,FULL PROFIT BOOK IN PFC@445,FULL PROFIT BOOK IN PFC @445,NSE,INDIA_EQUITY,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,PFC,"[""PFC""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,[445.0],445.0,,[],,,False,False,False,True,0.99,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,f721ae93b25256c0,2026-06-22T05:00:43.291Z
PILOT-064,train,6a2ac1f4b0b2fbc3f68c25e8,Day traders book profit in AMAT @533,Day traders book profit in AMAT @533,International Market,GLOBAL_EQUITY,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,AMAT,"[""AMAT""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,[533.0],533.0,,[],,,False,False,False,True,0.96,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,d551d34b29d178b3,2026-06-11T14:11:00.283Z
PILOT-077,train,6a3940081226b8e7029e64cf,Full Profit book in AMD@ 558,Full Profit book in AMD @ 558,International Market,GLOBAL_EQUITY,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,AMD,"[""AMD""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,[558.0],558.0,,[],,,False,False,False,True,0.99,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,f192590c3ff03dc0,2026-06-22T14:00:40.883Z
PILOT-199,train,6a199ce559359ea1faeeb260,Book profit in smci @48.00,Book profit in smci @48.00,International Market,GLOBAL_EQUITY,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,SMCI,"[""SMCI""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,[48.0],48.0,,[],,,False,False,False,True,0.96,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,d4bad66388a8b75b,2026-05-29T14:04:21.571Z
PILOT-154,train,6a2fbcefb0b2fbc3f68c8da7,full profit book in bhartiartl@1855.20,full profit book in bhartiartl @1855.20,NSE,INDIA_EQUITY,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,BHARTIARTL,"[""BHARTIARTL""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,[1855.2],1855.2,,[],,,False,False,False,True,0.99,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,42c50eca07050f3b,2026-06-15T08:50:55.918Z
PILOT-275,train,6a3b5c311226b8e7029eee1f,SL TOUCH IN TATASTEEL,SL TOUCH IN TATASTEEL,NSE,INDIA_EQUITY,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,TATASTEEL,"[""TATASTEEL""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,[],,,[],,,False,False,False,True,0.99,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,ee0179a820f8f997,2026-06-24T04:25:21.925Z
PILOT-031,train,6a1fa84659359ea1faef0bb5,INTRADAY FULL PROFIT BOOK IN INFY @1226,INTRADAY FULL PROFIT BOOK IN INFY @1226,NSE,INDIA_EQUITY,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,INFY,"[""INFY""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,[1226.0],1226.0,,[],,,False,False,False,True,0.99,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,85045544797dca80,2026-06-03T04:06:30.062Z
PILOT-036,train,6a2af2ccb0b2fbc3f68c30c2,Book profit in Russell @2902,Book profit in Russell @2902,International Market,GLOBAL_INDEX_OR_MACRO,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,RUSSELL,"[""RUSSELL""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,[2902.0],2902.0,,[],,,False,False,False,True,0.96,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,58050174dbc88fc9,2026-06-11T17:39:24.747Z
PILOT-190,train,6a141c2c835de84db3697f9e,FULL PROFIT BOOK IN INDUSTOWER @440,FULL PROFIT BOOK IN INDUSTOWER @440,NSE,INDIA_EQUITY,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,INDUSTOWER,"[""INDUSTOWER""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,[440.0],440.0,,[],,,False,False,False,True,0.99,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,64e61459d9869bbb,2026-05-25T09:53:48.972Z
PILOT-085,train,6a190eec59359ea1faeea05b,FULL PROFIT BOOK IN ULTRACEMCO @11830,FULL PROFIT BOOK IN ULTRACEMCO @11830,NSE,INDIA_EQUITY,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,ULTRACEMCO,"[""ULTRACEMCO""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,[11830.0],11830.0,,[],,,False,False,False,True,0.99,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,e918c7b0ae5a24b3,2026-05-29T03:58:36.562Z
PILOT-262,train,6a26c5c0109e0591bbf73882,Book profit in crude @90.60,Book profit in crude @90.60,International Market,GLOBAL_COMMODITY,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,CRUDE,"[""CRUDE""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,[90.6],90.6,,[],,,False,False,False,True,0.96,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,2d5751d77bce67e5,2026-06-08T13:38:08.344Z
PILOT-005,train,6a3d2f6056a63e397cfcd3e9,Book profit in AMD @ 549,Book profit in AMD @ 549,International Market,GLOBAL_EQUITY,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,AMD,"[""AMD""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,[549.0],549.0,,[],,,False,False,False,True,0.96,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,219b13d547bae25e,2026-06-25T13:38:40.725Z
PILOT-209,train,6a3a0b631226b8e7029e932c,FULL PROFIT BOOK IN ASHOKLEY@153.50,FULL PROFIT BOOK IN ASHOKLEY @153.50,NSE,INDIA_EQUITY,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,ASHOKLEY,"[""ASHOKLEY""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,[153.5],153.5,,[],,,False,False,False,True,0.99,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,873ea6260f540b94,2026-06-23T04:28:19.878Z
PILOT-035,train,6a2af42fb0b2fbc3f68c31b4,Day traders book full profit in ng @ 214.22,Day traders book full profit in ng @ 214.22,International Market,GLOBAL_COMMODITY,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,NATURAL_GAS,"[""NATURAL_GAS""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,[214.22],214.22,,[],,,False,False,False,True,0.99,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,23526fdf589ab8b0,2026-06-11T17:45:19.197Z
PILOT-272,train,6a22cafd109e0591bbf70450,Full Profit book in crude@8757,Full Profit book in crude @8757,MCX,INDIA_COMMODITY,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,CRUDE,"[""CRUDE""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,[8757.0],8757.0,,[],,,False,False,False,True,0.99,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,eb950e5a33a03723,2026-06-05T13:11:25.198Z
PILOT-081,train,6a2c23a1b0b2fbc3f68c710e,Book profit in soxl @ 239.60,Book profit in soxl @ 239.60,International Market,GLOBAL_EQUITY,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,SOXL,"[""SOXL""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,[239.6],239.6,,[],,,False,False,False,True,0.96,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,60b9a734d6e3bc54,2026-06-12T15:20:01.269Z
PILOT-240,train,6a3c3deb56a63e397cfca613,Book profit in mu @1192,Book profit in mu @1192,International Market,GLOBAL_EQUITY,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,MU,"[""MU""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,[1192.0],1192.0,,[],,,False,False,False,True,0.96,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,ca16ee7c9c78e695,2026-06-24T20:28:27.112Z
PILOT-202,train,6a1996c559359ea1faeeafc4,Full Profit book in MU@ 956,Full Profit book in MU @ 956,International Market,GLOBAL_EQUITY,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,MU,"[""MU""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,[956.0],956.0,,[],,,False,False,False,True,0.99,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,03733953399813a5,2026-05-29T13:38:13.998Z
PILOT-115,train,6a3939571226b8e7029e6126,Book profit in nvda @211.30,Book profit in nvda @211.30,International Market,GLOBAL_EQUITY,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,NVDA,"[""NVDA""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,[211.3],211.3,,[],,,False,False,False,True,0.96,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,89e4087b45608d6c,2026-06-22T13:32:07.777Z
PILOT-055,train,6a3c3dd756a63e397cfca5e8,Book profit in sndk @2150,Book profit in sndk @2150,International Market,GLOBAL_EQUITY,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,SNDK,"[""SNDK""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,[2150.0],2150.0,,[],,,False,False,False,True,0.96,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,42d7ca57b1d0d84a,2026-06-24T20:28:07.467Z
PILOT-276,train,6a2fbd5fb0b2fbc3f68c8e0b,FULL PROFIT BOOK IN HDFCLIFE@575.60,FULL PROFIT BOOK IN HDFCLIFE @575.60,NSE,INDIA_EQUITY,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,HDFCLIFE,"[""HDFCLIFE""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,[575.6],575.6,,[],,,False,False,False,True,0.99,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,7880feecd19c6c52,2026-06-15T08:52:47.924Z
PILOT-183,train,6a3ccc4656a63e397cfcc32d,FULL PROFIT IN ICICIBANK@1399,FULL PROFIT IN ICICIBANK @1399,NSE,INDIA_EQUITY,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,ICICIBANK,"[""ICICIBANK""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,[1399.0],1399.0,,[],,,False,False,False,True,0.99,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,14cc5325758cd380,2026-06-25T06:35:50.945Z
PILOT-137,train,6a2ab936b0b2fbc3f68c219a,Book profit in SNDK @ 1717,Book profit in SNDK @ 1717,International Market,GLOBAL_EQUITY,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,SNDK,"[""SNDK""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,[1717.0],1717.0,,[],,,False,False,False,True,0.96,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,264f6752d813f3c9,2026-06-11T13:33:42.389Z
PILOT-030,train,6a202ca859359ea1faef1e59,Book profit in soxl @280,Book profit in soxl @280,International Market,GLOBAL_EQUITY,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,SOXL,"[""SOXL""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,[280.0],280.0,,[],,,False,False,False,True,0.96,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,1f5d6b337da69823,2026-06-03T13:31:20.740Z
PILOT-246,train,6a2c5560b0b2fbc3f68c7661,Day traders book profit in NBIS @238.40,Day traders book profit in NBIS @238.40,International Market,GLOBAL_EQUITY,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,NBIS,"[""NBIS""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,[238.4],238.4,,[],,,False,False,False,True,0.96,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,c100ca9d67c594d3,2026-06-12T18:52:16.311Z
PILOT-032,train,6a3a42e81226b8e7029eabb4,HOLD NIFTY FOR TOMORROW,HOLD NIFTY FOR TOMORROW,Indian Indices,INDIA_INDEX,TRADE_UPDATE,HOLD_POSITION,SINGLE_INSTRUMENT,,NIFTY,"[""NIFTY""]",,,,,,NONE,,NOT_APPLICABLE,[],,,[],,,False,False,False,True,0.97,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,b8c46bb2150e3a8f,2026-06-23T08:25:12.312Z
PILOT-295,train,6a22d3d1109e0591bbf706e8,Positional traders hold amd for next week,Positional traders hold amd for next week,International Market,GLOBAL_EQUITY,TRADE_UPDATE,HOLD_POSITION,SINGLE_INSTRUMENT,,AMD,"[""AMD""]",,,,,,NONE,,NOT_APPLICABLE,[],,,[],,,False,False,False,True,0.97,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,b4ee4a3d56bb38a4,2026-06-05T13:49:05.412Z
PILOT-167,train,6a16b82bdfef2e015044e11e,POSITIONAL TRADERS HOLD TMPV FOR FRIDAY,POSITIONAL TRADERS HOLD TMPV FOR FRIDAY,NSE,INDIA_EQUITY,TRADE_UPDATE,HOLD_POSITION,SINGLE_INSTRUMENT,,TMPV,"[""TMPV""]",,,,,,NONE,,NOT_APPLICABLE,[],,,[],,,False,False,False,True,0.97,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,29dc40db54dae29a,2026-05-27T09:23:55.260Z
PILOT-197,train,6a3b53f31226b8e7029ee726,HOLD BANKNIFTY,HOLD BANKNIFTY,Indian Indices,INDIA_INDEX,TRADE_UPDATE,HOLD_POSITION,SINGLE_INSTRUMENT,,BANKNIFTY,"[""BANKNIFTY""]",,,,,,NONE,,NOT_APPLICABLE,[],,,[],,,False,False,False,True,0.97,False,CURATED_PILOT,ASSISTANT_CURATED_RULE_REVIEW,3d39bc95901baf53,2026-06-24T03:50:11.977Z
